"","NG.A3080_CONTROL_STG_2024_001_D1","NG.A3080_CONTROL_STG_2024_001_D5","NG.A3080_CONTROL_STG_2024_001_D90","NG.A3080_CONTROL_STG_2024_002_D1","NG.A3080_CONTROL_STG_2024_002_D5","NG.A3080_CONTROL_STG_2024_002_D90","NG.A3080_CONTROL_STG_2024_003_D1","NG.A3080_CONTROL_STG_2024_003_D5_rep","NG.A3080_CONTROL_STG_2024_003_D90","NG.A3080_CONTROL_STG_2024_004_D1_rep","NG.A3080_CONTROL_STG_2024_004_D5","NG.A3080_CONTROL_STG_2024_004_D90","NG.A3080_CONTROL_STG_2024_005_D1_rep","NG.A3080_SOS_STG_2023_022_D1","NG.A3080_SOS_STG_2023_022_D90","NG.A3080_SOS_STG_2023_033_D1","NG.A3080_SOS_STG_2023_033_D5","NG.A3080_SOS_STG_2023_033_D90","NG.A3080_SOS_STG_2023_035_D1","NG.A3080_SOS_STG_2024_009_D1","NG.A3080_SOS_STG_2024_009_D90","NG.A3080_SOS_STG_2024_011_D5","NG.A3080_UIA_STG_2023_001_D1","NG.A3080_UIA_STG_2023_001_D90","NG.A3080_UIA_STG_2023_004_D1","NG.A3080_UIA_STG_2023_005_D1_rep","NG.A3080_UIA_STG_2023_005_D5_rep","NG.A3080_UIA_STG_2023_005_D90_rep","NG.A3080_UIA_STG_2023_007_D1_rep","NG.A3080_UIA_STG_2023_007_D5_rep","NG.A3080_UIA_STG_2023_007_D90_rep","NG.A3080_UIA_STG_2024_014_D1_rep","NG.A3080_UIA_STG_2024_014_D5_rep","NG.A3080_UIA_STG_2024_014_D90"
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__QAND01",0.000121999878000122,0.000282002538022842,0.0002640013200066,9.500019000038e-05,0.000323,0.000110999556001776,0.000630999369000631,0.00143398996207027,0.000881999118000882,0.000898005388032328,0.001196,0.0016989983010017,0.000171999828000172,0.000259001036004144,9.60004800024e-05,0.000277999166002502,0.00107700861606893,0.000376998869003393,0,0.000832008320083201,0.00036199819000905,0.000131999604001188,7.8999368005056e-05,0.0002160010800054,0,0.000151999544001368,0,0,0.001106,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__TANB77|f__CAG-465",0,0.00271802446222016,0,0,0,0,0,0,0,0,0,0,0,0.0038250153000612,0.00649103245516227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__UMGS124",0.00226799773200227,0.00122301100709906,0.00184200921004605,0,0,0,0,0.000148998957007301,0.000268999731000269,0,0,0,0.000100999899000101,0,0,0.000498998503004491,0.00128701029608237,0.000526998419004743,0,0,0,0,0.00203298373613011,0.00030200151000755,0.000123999256004464,0.000813997558007326,0,0,0.000848,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__MOL361|f__Turicibacteraceae",0,0.000466004194037746,0.000381001905009525,0,0,0,0.000277999722000278,0.000176998761008673,0,0.0061640369842219,0.00044,0.000160999839000161,0,0,0.0002160010800054,0,0,0,0,0.000621006210062101,0.000102999485002575,0.00142799571601285,0.00144798841609267,0.00029400147000735,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__CAG-312",0.000503999496000504,0.000107000963008667,8.1000405002025e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111680558402792,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__CAG-274",0,0,0,0.00141800283600567,0,0.00130399478402086,0,0,0,0.000359002154012924,0,0,0,0,0.00508202541012705,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00301,0,0,0,0,0
"k__Bacteria|p__Patescibacteria|c__JAEDAM01|o__Absconditabacterales|f__Absconditicoccaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269001345006725,0.0108189783620433,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__UBA1750",5.7999942000058e-05,0.000906008154073387,0.0001920009600048,0,0,0,0.000328999671000329,0.00022999839001127,0.000754999245000755,0.00133700802204813,0.002209,0.0027949972050028,0,0.000328001312005248,8.3000415002075e-05,0,0,0,0,0.0004110041100411,0.000412997935010325,0,6.7999456004352e-05,0.000163000815004075,0,0,0,0,0.000434,0,0,0,0,0.000228000912003648
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Peptostreptococcales|f__Filifactoraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00647999352000648,0.00343900343900344,0
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Saccharimonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000471998112007552,0,0.00563102815514077,0,0.00164999835000165,0.00153500153500153,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__Weeksellaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000613,0,0,0.0017480087400437,0.00407899184201632,0,0.00281900281900282,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__RFN20|f__CAG-826",0.00231099768900231,0.00234102106918962,0.00313301566507833,0,0,0,0,0.000420997053020629,0.000126999873000127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__CAG-382",0,0.000488004392039528,0.000111000555002775,0,0,0,0.000268999731000269,0.000332997669016317,0.000923999076000924,0.000526003156018936,0.001399,0.00223599776400224,0.000431999568000432,0.00042000168000672,0,0,0,0,0,0.000839008390083901,0.000112999435002825,0,0,0.000203001015005075,0,0,0,0,0.000169,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Propionibacteriales|f__Propionibacteriaceae",0,0,0,0,0,0,0.000122999877000123,0,0.000432999567000433,0,0,0,0,0,0,0,0,0,0,0,0,9.5999712000864e-05,0,0,0,9.8999703000891e-05,0.000978,0.000801996792012832,0,0.000505002525012625,0.000236999526000948,0.00291599708400292,0.00195800195800196,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Pumilibacteraceae",0.000313999686000314,0,0.0011120055600278,7.8000156000312e-05,0.000278,0,0.000503999496000504,0,0.000148999851000149,0,0,0,0.000324999675000325,0.000868003472013888,0.000739003695018475,0,0,0,0,0.000780007800078001,5.799971000145e-05,0.00031999904000288,0,0.00061800309001545,0,0,0,0,8.2e-05,0,0,0,0,0.00151800607202429
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Coprobacteraceae",0.000208999791000209,0,0,0.000146000292000584,0.00034,0.000367998528005888,0,0,0,0,0,0,0,0.00158600634402538,0.000885004425022125,0,0,0,0,0.0003350033500335,0,0.00228399314802056,0,9.400047000235e-05,0.000158999046005724,0.000305999082002754,0,0,0.000381,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__UBA1212|f__UBA1255",0,0,0,0,0,0,0,0,0,0.000698004188025128,0.001747,0.00199199800800199,0.000367999632000368,0,0,0,0,0,0,0.001820018200182,9.799951000245e-05,0,0,0,0,0,0,0,0.00027,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Coriobacteriia|o__Coriobacteriales|f__QAMH01",0,0,0,0.00157900315800632,0.001826,0.00246799012803949,0,0,0,0,0,0,0.000261999738000262,0,0,0,0,0,0,0,0,0.000306999079002763,8.8999288005696e-05,0,0,0,0,0,0.000249,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Mycobacteriales|f__Mycobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138999583001251,0,0.0001970019700197,0,0.000187999436001692,0,0,0,0,0,0,0,0.0024640123200616,0,0.00125599874400126,0.00183300183300183,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__Paludibacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001414,0.00113799544801821,0,0.00171900859504298,0.000393999212001576,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Monoglobales|f__Monoglobaceae",0,0.00116701050309453,0,0,0,0,0.00033999966000034,0.000118999167005831,0,0,0,0,0.0018949981050019,0,0,0,0,0,0,0.000618006180061801,0,0.000137999586001242,0,0.0003400017000085,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__UBA644",0,0,0,0,0.000617,6.999972000112e-05,0.000667999332000668,0.000457996794022442,6.8999931000069e-05,0,0,0,0.000136999863000137,0.00030500122000488,0.000349001745008725,0,0,0,0,0.000958009580095801,0,0,7.5999392004864e-05,0.0002560012800064,0,0,0,0,0.00048,0,0,0,0,0
"k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Victivallales|f__Victivallaceae",0,0.000597005373048357,0.0001160005800029,0,0.000462,0.000196999212003152,0.000507999492000508,6.3999552003136e-05,0.000420999579000421,0,0,0,0,0,0,0,0,0,0,0,0,0.000101999694000918,0,0.000949004745023725,0,0.000117999646001062,0,0,0.000401,0,0,0,0,0.000241000964003856
"k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Aminobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00344599655400345,0.000431000431000431,0
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanogingivalaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005800029000145,0,0.00213099786900213,0.000933000933000933,0
"k__Bacteria|p__Bacillota_B|c__Dehalobacteriia|o__UBA7702|f__UBA7702",0,0,0,0,0,0,0.00113399886600113,0.000212998509010437,0.00147399852600147,0,0,0,0,0,0,0,0,0,0,0.000494004940049401,0,6.3999808000576e-05,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Verrucomicrobiota|c__Lentisphaeria|o__Victivallales|f__UBA1829",0,0,0,0.00013500027000054,0.00196,0.000155999376002496,6.5999934000066e-05,0,4.2999957000043e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00031400157000785,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Bacteroidales|f__CAJPTX01",0,0,0,0,0,0,0,0,0.000221999778000222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128300641503208,0.00045499909000182,0.000261999738000262,0,0
"k__Bacteria|p__Bacillota_B|c__Dehalobacteriia|o__UBA4068|f__UBA4068",0,0,0,0,0,0,0.000373999626000374,0.000213998502010486,0.000384999615000385,9.4000564003384e-05,0.000208,0.000238999761000239,0,0,0.000103000515002575,0,0,0,0,0.0001490014900149,5.8999705001475e-05,0,0,0.000173000865004325,0,0,0,0,0.000202,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__Feifaniaceae",0,0,0,0,0,0,0,0,0.00100599899400101,0,0,0,0,0,0,0,0,0,0,0.000680006800068001,0,0,0,0,0,0,0,0,0.00046,0,0,0,0,0
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__UBA10027",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00193300966504833,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Cellulosilyticaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0.00188300753203013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Verrucomicrobiota|c__Kiritimatiellia|o__RFP12|f__UBA1067",0,0.00143801294211648,0.00039800199000995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Eubacteriales|f__Anaerofustaceae",0,0,0,0,0,0,0,0,0,0.000194001164006984,0,0,0,0,0,0,0.000338002704021632,0,0,0.0002640026400264,0,0.000247999256002232,0,0,0,0,0,0,0,0,0,0,0,0.00078000312001248
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__QAKW01",0,0,0,0,0,0,0,0,0.000146999853000147,0,0.000344,0,0,0,0,0,0,0,0,0.0002370023700237,0,0.000112999661001017,0,0.000561002805014025,0,0,0,0,0.000422,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__QALW01",0,9.70008730078571e-05,0,0,0,0,0.000147999852000148,8.2999419004067e-05,0,0,0,0,0,0,0,0,0,0,0,0.0012280122801228,0,0.000122999631001107,0,0.000127000635003175,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Staphylococcales|f__Staphylococcaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000762003048012192,0,0,0,0,0,0,0,0.000705997882006354,0,0,0,0,0,0,0,0,0,0.000261999738000262,0,0
"k__Archaea|p__Thermoplasmatota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomethylophilaceae",0,0.000501004509040581,0.000429002145010725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007960039800199,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Desulfobacterota|c__Desulfobulbia|o__Desulfobulbales|f__Desulfobulbaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000434,0,0,0.0001880009400047,0.00016999966000068,0.000187999812000188,0.000731000731000731,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__HGM11327|f__HGM11327",0,0,0,0,0,0,0,0,0.000696999303000697,0.000149000894005364,0.000248,0.000588999411000589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidota|c__Bacteroidia|o__Flavobacteriales|f__UBA1820",0,0,0,0,0,0,0.000500999499000501,0.000238998327011711,0.000667999332000668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__UMGS1810|f__UMGS1810",0,0,0,0,0,0,0.00129399870600129,0.000288997977014161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__UMGS416",0,0,0,0,0.000128,0,0,0,0,0.000209001254007524,0.000209,0.00048999951000049,0,0,0,0,0,0,0,0.0003270032700327,5.8999705001475e-05,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_G|c__DTU025|o__DTUO25|f__HGM14224",0,0,0,0,0,0,0.000153999846000154,0,0.000158999841000159,0.000116000696004176,0.000469,0,0,0,9.3000465002325e-05,0,0,0,0,0.000140001400014,0,0,0,9.000045000225e-05,0,0,0,0,0.000188,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__UMGS1783",0,0,0,0,0,0,0.000381999618000382,0,0.000308999691000309,0,0,0,0,0,0,0,0,0,0,0.0003950039500395,0,0,0,0,0,0,0,0,0.000184,0,0,0,0,0
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__Nanoperiomorbaceae",0,0,0,0,0,0,0,0,0.000130999869000131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00051800259001295,0,0.000320999679000321,0.000272000272000272,0
"k__Bacteria|p__Patescibacteria|c__Saccharimonadia|o__Saccharimonadales|f__SDRK01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123800619003095,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__HGM11417",0,0,0,0,0,0,0.000378999621000379,0,0.000147999852000148,0,0,0,5.1999948000052e-05,0,0,0,0,0,0,7.90007900079001e-05,0,0,0,0.000139000695003475,0,0,0,0,0,0,0,0,0,0.000334001336005344
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__HGM11514|f__HGM11514",0,0,0,0,0,0,0,0,0,0,0,0,0.00106499893500107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Bacillaceae",0,0,0,0,0,0,0,0,0,0,0,0,0.00102899897100103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__Maliibacteriaceae",0,0.000158001422012798,0,0,0,0,0.000215999784000216,0.000166998831008183,0.000216999783000217,0,0,0,0,0,0.000113000565002825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Synergistota|c__Synergistia|o__Synergistales|f__Synergistaceae",0,0,0,0,0,0,0,0,0.000248999751000249,0,0,0,0,0.00028000112000448,0,0,0,0,0,0,0.000172999135004325,0,0,8.1000405002025e-05,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_B|c__Dehalobacteriia|o__UBA4068|f__UBA4997",0,0,0,0,0.000125,0,0.000147999852000148,0,0.000118999881000119,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298997608019136,4.80002400012e-05,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Rhizobiales|f__Xanthobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,5.0999949000051e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000323,0.000177999288002848,5.5e-05,0,0,0,0.000128000128000128,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Lachnospirales|f__Vallitaleaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000623999376000624,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__UBA1381|f__UMGS1253",0,0,0,0,0,0,0.000304999695000305,0,0,0,0,0,0.000274999725000275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Eubacteriales|f__Eubacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000240998795006025,0.000265999202002394,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota|c__Bacilli|o__Bacillales|f__Anoxybacillaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000471004710047101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000461002305011525,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Saccharofermentanales|f__DTU023",0,0,0,0,0,0,0,0,0.000442999557000443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__CALWSW01",0,0.000212001908017172,0,0,0,0,0,0,8.6999913000087e-05,0,0,0,0,0,0,0,0,0,0,0.000140001400014,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Verrucomicrobiota|c__Verrucomicrobiae|o__Opitutales|f__UBA9783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000338997966012204,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Acholeplasmatales|f__Anaeroplasmataceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000305,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__Mycoplasmatales|f__Metamycoplasmataceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000302999394001212,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Oscillospirales|f__QAMX01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000243,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Xanthomonadales|f__Xanthomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000185999814000186,0,0
"k__Bacteria|p__Spirochaetota|c__Spirochaetia|o__Sphaerochaetales|f__Sphaerochaetaceae",0,0.000102000918008262,7.800039000195e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Pseudomonadales|f__Pseudomonadaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125000500002,3.800019000095e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Microbacteriaceae",0,0,0,0.000109000218000436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Pseudomonadota|c__Alphaproteobacteria|o__Acetobacterales|f__Acetobacteraceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104999685000945,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinomycetota|c__Actinomycetes|o__Actinomycetales|f__Brevibacteriaceae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101999694000918,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacillota_I|c__Bacilli_A|o__RFN20|f__CAG-449",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9e-05,0,0,0,0,0
"k__Bacteria|p__Bacillota_A|c__Clostridia|o__Christensenellales|f__GCA-900066905",0,0,0,0,5.4e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
